agent_name,ll_time,info,train_acc,val_acc,test_acc,past_task_test_acc,past_task_val_acc,past_task_train_acc,cls_0,cls_1,cls_2,cls_3,cls_4,cls_5,cls_6,cls_7,cls_8,cls_9,cls_10,cls_11,cls_12,cls_13,cls_14,cls_15,cls_16,cls_17,cls_18,cls_19,cls_20,cls_21,cls_22,cls_23,cls_24,cls_25,cls_26,cls_27,cls_28,cls_29,cls_30,cls_31,cls_32,cls_33,cls_34,cls_35,cls_36,cls_37,cls_38,cls_39,cls_40,cls_41,cls_42,cls_43,cls_44,cls_45,cls_46,cls_47,cls_48,cls_49,cls_50,cls_51,cls_52,cls_53,cls_54,cls_55,cls_56,cls_57,cls_58,cls_59,cls_60,cls_61,cls_62,cls_63,cls_64,cls_65,cls_66,cls_67,cls_68,cls_69,cls_70,cls_71,cls_72,cls_73,cls_74,cls_75,cls_76,cls_77,cls_78,cls_79,cls_80,cls_81,cls_82,cls_83,cls_84,cls_85,cls_86,cls_87,cls_88,cls_89,cls_90,cls_91,cls_92,cls_93,cls_94,cls_95,cls_96,cls_97,cls_98,cls_99
agent_0,0,after_learn,0.76171875,0.6890625,0.698,0.698,0.6890625,0.76171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agent_0,1,after_learn,0.571875,0.525,0.524,0.39,0.375,0.426171875,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agent_0,2,after_learn,0.5734375,0.4515625,0.434,0.428,0.428125,0.5458333333333333,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,100,0,0,0,0,0,0,98,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,110,0,0,0,0,0,0
agent_0,3,after_learn,0.684375,0.5453125,0.558,0.3825,0.37890625,0.5068359375,0,78,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,76,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,74,64,0,0,0,0,0,74,0,0,0,0,0,67,64,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,74,0,0,0,0,0,0
agent_0,4,after_learn,0.70859375,0.5421875,0.536,0.2656,0.2625,0.3859375,0,61,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,52,54,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,49,0,42,0,0,0,0,0,0,0,0,0,0,38,0,0,42,0,57,47,0,0,0,0,0,56,0,0,0,0,0,54,51,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,60,0,57,60,0,0,0,0,0
